Rating,Review,Comments
4,Pretty good,"MOBILE LOOKS - without cover 👌, with clear cover provided in the box 👎, try buying white color narzo, if u got other colors use a solid back cover, because the clear cover sticks to the back and looks like its a 2 years old phone bought from olx. MOBILE QUALITY - gorilla glass front, blue back strong and good quality. Its Big and heavy phone, but will get used to it. Personally i suggest, dont buy this for your dad or mom. Will yell at you bcs of the size and weight. DISPLAY  - if not c...READ MORE"
5,Simply awesome,"Worthy phone. Nice deal in this lockdown. Provides the feeling of premium phone. Here is my review after 1 week...Pros :1. Handy. Comfortable to hold2. Unique design3. Great performance by G80 processor. Which give an added advantage in gaming4. Awesome camera which is good in low light as well5. Nice sound quality while playing videos6. Fast fingerprint and face recognition7. 128 GB ROM. Will not get in this price range, especially now8. Great battery backupCons:1. Display is not ...READ MORE"
4,Pretty good,I have been using this phone for a month and now I am providing you with a detailed review.Pros:1. Long Battery Life (Will last upto 1 to 1.5 day under heavy usage)2. Great Performance (Can Play High End Graphics Game like PUBG and Call Of Duty without any lag)3. Large Storage 4. 18W Fast Charging (Charger included in the Box)5. Superb Face Unlock (Works even in low light conditions)Cons:1. Decent Camera2. Display Could could have been better (FHD+)3. Fingerprint Sensor does not r...READ MORE
5,Terrific,"Camera is awesome. Pros.1. Excellent product, battery backup and 18watt flash charger2. Mediatek Helio g80 processor best for unlimited gaming without any hang3. Graphics is excellent as well as camera is superb4. Smooth and overall is good, unlock mode and all5.  Design and look is awesome and no heating problem. Cons.Nothing is cons for general useSo value for money is 100%Display is little poor in sunlight and no notification light is the major problem.Otherwise it's overall b...READ MORE"
3,Nice,"I had purchased this for younger brother,  he told the pubg is very smooth in medium + HD graphics. I didn’t like the screen quality also, it’s not the best. Phones from MI don’t disappoints you like this has done in terms of screen quality. For normal usage it’s very good phone. No lag or whatsoever in normal usage, UI is fluent. Battery backup is very strong and the body panel is also good at the back. But the weight distribution is not good. It’s gives a heft on the lower side of the devic...READ MORE"
4,Good choice,"PRO:Good budget phone, Looks is so far good.camera is good but not so good during low light.Battery performance is better than many ones.Realme UI working good and easy to access.Gorrila ® protection is provided.PubG runs easily and smooth.CONS:User info on Lock screen removed.Camera can be better.Back cover could be glass or aluminium instead of plastic.Bigger company name should be removed from camera watermark.READ MORE"
5,Simply awesome,The phone is good and upto the mark.The display is pretty good. Both front and back camera quality is very good. The design is sleek and it's light weight.Also the fast charger enables fast charging. The processor is also very good. Enables playing PUBG for long hours without any problem.Though it is slightly overpriced because of the increase in GST. Go for it. It is a good buy 👍READ MORE
4,Worth the money,"Price for valueGreat product under 12k I used it since the first sell it is great and giving best performanceCameraThe 48MP camera ultra macro and depth sensor are great concluding that rear camera is best, but the front camera is little bit disappointing.Battery everyone knows That This mobile have a big battery of 5000 Mah. but if you are a big gamer then you should Think that battery drains after 50 MahgamingIt is giving a great gaming experience. and it is also fitted with a ...READ MORE"
5,Just wow!,Superb mobile and  battery backup is very good its performance is very smooth in the matter of look this mobile is fantastic that white colour is looks attractive overall everything is fantastic in this mobileREAD MORE
4,Value-for-money,1. Camera quality is awesome 5 🌟2. Design is also good 4 🌟3. Batter is awesome 5 🌟4. Performance is satisfactory 3 🌟5. Display is satisfactory 3 🌟6. Value for money 4 🌟7. Overall 4 🌟READ MORE
5,Terrific,Nice  mobile valuable  money  mobile  parfamens  superb  camera  superb  stylesh  mobile phone.. Presents  Mobile's  the best mobile I think  the best  mobile  Realme  Narzo 10READ MORE
4,Value-for-money,Overall a good phone.. but in price segment it must be a fhd plus display... Storage type is not so much good so sometimes feel sluggish..but the processor is very first ..beter than sd 665 .. good enough for pubg .. battery life is also good...READ MORE
5,Highly recommended,"I know some people of other brand lovers Just dislikes my review bcz of they did not digest The growth and popularity of Realme Brand, and the people who want to change according to the time will like Realme bcz we have to change according to the timerealme Narzo is superb phone what the young user needed in a phone like best gaming, camera, and performance Just go blindly and purchase it its awesome and price also low compare to other phones in realme only not other brandsREAD MORE"
5,Wonderful,Best mobile....In this price...Good quality...And good delivery condition by flipkart....Flipkart is a best e-commerce company in world...Who always give good quality product in best price....READ MORE
4,Worth the money,"Camera is good , Battery working well but YouTube Video Can't Support More than 420p , Best Mobile For Pubg And all other games , Pubg With 3D Quality , You can't see high quality videos in this phone , This mobile don't have full HD Display this phone have HD Display only, But All other things well.READ MORE"
5,Super!,"Amazing phone!! Loved it... Value for money.. Camera is also very nice...overall just amazing phone for gaming, business and normal use... Battery is also very goodREAD MORE"
5,Brilliant,"Nice Mobile every things is fine except Apps Icon design & size is not impressive, but I recommend Realmi Narjo 10 is good mobile.READ MORE"
5,Terrific,Very good product and bike side is not good because camera pictures is good quality and slim phone 👌👌👌👌 I like it 😊😊😊READ MORE
5,Worth every penny,Its really nice smartphone.But a disappointed thing is that it has not Full HD display.Overall its good and having 5000 maH helium battery and exspecially 128 GB internal storage...Its really amazing for this price.It also had a good 48MP camera and Quater camera setup.READ MORE
4,Very Good,"Amazing phone , nice experience . Best camera quality , battery backup with 18watt fast charger.#2 mobile phone brand realme in india.READ MORE"
3,Nice,Mobile was goodAnd feature's tooBut back panel quality was averagePlastic panelCharging also taking more timeMay be due to 5000 mah But they should provide fast chargerBut they didn't provided the fast charging And also we don't get earphones with this mobileRemaining all good for this costREAD MORE
4,Don't waste your money,Camera is not good as 48mp. I'm using realme epro and its 24mp camera but clear than this device. My advice seriously not good with this price.READ MORE
5,Really Nice,Worth of money and best battery and best camera fast chargingREAD MORE
5,Must buy!,Wow what a beast it is awesome phone with all the features in it...in this price range... Battery amazing ..quad camera is awesome...go for it...READ MORE
5,Terrific purchase,Super product very niceCamera super and better life is superREAD MORE
3,Simply awesome,"One of the best phone in this price , N thank you flipkart to getting fast delivery in 4 days.READ MORE"
3,Does the job,"Phone is good but some problems like not FHD+ display in this price, sound is quite good sound is not loudly in headphone as well as phone speaker & real sound technology is only applicable for music, camera is good & battery is awesome.Overall it is good phone but price is overREAD MORE"
5,best in this price range.,"Firstly camera is very good, It's 48 mp camera is giving more than wow photos, its selfie camera is up to the mark it is giving very good selfies better than many phones in below 15k range,,and it is slightly warming when we play pubg(it's not an big issue) , its display is lcd but it looks soo cool , back design is very attractive, go with the blue colour, it is very attractive, performance is upto the mark .I lliked this phone .READ MORE"
4,Awesome,"Charging cable does not have good quality as expected, cutting of holes for speakers and charging ports are not so sharp, phone feels somewhat heavy but overall good at this price range...try to order tampered glass alongwith mobile. Nice phoneREAD MORE"
4,Value-for-money,"Some people are complaining that the display is bad but it's not the case. Hd display is perfect for such a small screen size and Fhd is overkill. Hd display also save some battery as well so it's good.Considering camera, it's good but not that outstanding but considering price it's pretty much acceptable.Overall the complete package that we are getting is acceptable and value for money.READ MORE"
5,Nice product,"Awesome phone in reasonable rate, all good experience, good value for money 👌👌👌👌READ MORE"
5,Super!,A super smart phone in this price range..Camera is so good ...Storage outstanding...Gaming performance awesome..Battery backup super..Completely satisfied by this handset... thanks realmeAnd thank flipkart for faster service...READ MORE
5,Perfect product!,Excellent mobile and super performance 👍 best gaming mobile but new lock style not likeREAD MORE
3,Perfect product!,Outstanding performance... High-speed facelock and finger lock... Awesome battery... Smooth touch... Superb phone in this price rangeREAD MORE
5,Nice,"I dint like this mobile it's not good sometimes it's power button doesn't work , n it's finger print senser doesn't work plz don't buy it......READ MORE"
3,Just wow!,Fabulous!  One of the best & good affordable smartphone  in this price range nice product..READ MORE
5,Decent product,Complete package is good for this point of money ...Design very good ?Camera good for price point . battery berry good But some heating issueREAD MORE
4,Excellent,I gifted this phone to my dad and the smile on his face worth all the money i put on this phone. Loved it.READ MORE
5,Delightful,Best phone Under 15k Best Camera Best processor & most of the important phone Design & Build Quality And build quality are good .My According phone pretty good .READ MORE
5,Great product,"Very good product.All features are available and price was low.very good working condition.Fast charging with fast charger.battery working is high.BUT FLASH LIGHT WAS NOT GOOD ITS YELLOW COLOUR LIGHT, REQUIRED A WHITE COLOUR.HANSFREE NOT GIVE IN THE MOBILE BOX.READ MORE"
5,Rapid Charger is truly rapid,"Value for money..excellent phone.Read some reviews that Charger is not so fast charging the phone  but must have to say that Charging is super fast and truly its a rapid charger.Just posted the comment to clarify this.And rest the refreshing rate,camera quality,the unlock sensor etc all are superb.Overall best for 12k budget.READ MORE"
5,Awesome,"Very nice mobile and Flipkart launching this mobile in reasonable price and the mobile is having excellent and display and fingerprint face lock very nice thank you reallyRealme,......READ MORE"
5,Mind-blowing purchase,"I am satisfied and thank you Flipkart... The phone is really good and as people are discussing HD+ and FHD+, I feel our naked eyes can't differentiate between these two display GO FOR IT ... ITS TOO GOOD VALUE FOR MONEYREAD MORE"
5,Awesome,This phone realme narzo 10 bhaul of Manny nice phone but display profomans is evreg camera and Battery good profomans and prsessesr G80 very good and nice looking phone.................... Thanks for flipkart 😘😘READ MORE
4,Simply awesome,It is wonderful and very nice and fast good for playing free fire in ulta hd modeREAD MORE
5,Value-for-money,"A very good phone of 128 gb ROM , Battery Performance is Good, RAM is Good For Pubg, Display is also good, A best phone in 11,999 of 128 gb ROM.READ MORE"
5,Mind-blowing purchase,"Awesome mobile very very nice product from realme really I am very happy it's look like royal, totally dhamalREAD MORE"
4,Best in the market!,Its an beutiful smart device loving my mobile long lasting battery with 18 watt fast charger 48 mp quad rear camera and 16mp front camera also mediahelitak G 80 fast and smooth Procesar 6.5 inch long display love u REALME for thisREAD MORE
4,Pretty good,Phone is good and also worth to buyDelivery is super fast 1 day delivery at no extra cost unbelievable 👍READ MORE
5,Delightful,Realme narzo gud mobil under this price range. Camera quality is nice and battery backup is best in class .mobile is weight and women can feel little uncomfortable to hold. After using one week I didn't noticed any issues. Processor working nicely and wide and big display make happy for watching movies and games..READ MORE
4,Super!,It's a very good phone under 12k . All about it's performance is excellent. All budget gamers can buy this phone for gaming and experience the real gaming . All about it's camera it's not to good but satisfactory. The look is awesome with white colour and stripes on it..The massive battery takes place of 5000 MAH that's good for gamingREAD MORE
5,Wonderful,Best phone .After 5 days use there is short review--1)Camera quality is good.Night mode or ultra mode is not good in camera..after all in day time camera quality is good.2) Battery is also good.battery runs continually 2 days after charging 100..full charging time is 2 hous 30 mint3) display is also good...not fhd after all HD+ display is good.. don't believe in fake people who says display is bad don't work in sun bright lite ..According to price phone is very good...all features is goodREAD MORE
4,Great product,Super duper phone in this price. Front cam is awesome but rear cam is not meet my expectation. Overall it is worth full to buyREAD MORE
5,Really Nice,"An excellent smartphone in this price range. Powerful and stylish.Although, camera is not excellent as per specifications, but works very well in decent lighting.If you are planning to buy a smartphone in this range, just go for it.READ MORE"
4,Awesome,"Best mobile in this price range, excellent performance..and its main highlight is Battery, awesome battery backup with 18W fast charging. I'm Little bit disappointing with Camera performance because it's good as mark on paper because it's primary shooter is 48MP but doesn't work as per capability..Rest all the features is awesome..RealmUI is also good but need to polish more in upcoming updates.. Overall a very product in this price range.People should go for it..READ MORE"
5,Value-for-money,It good mid-range phone. It's performance is amazing but front camera selfie is good but on video call it's front camera is not good. But still very good phone...READ MORE
5,Awesome,"Excellent backup for the bettery..I have been playing the pubg for so long on this device,but it's not even becoming heat.great product and loved it...coming to cam..in this price it has beaten the a21s mobile cam...front cam is wonder full..5/5 for this..cam 5/5battery 5/5display 4.5/5overall 4.8/5...no hanging...READ MORE"
5,Just wow!,"Very good Mobile phone ""Gift for my Father"". Big screen good performance and nice to play games.He love it.READ MORE"
4,Worth every penny,Very good mobile. I like it's camera. It's macro lens is very good. The delivery boy was very well behaved. I recieve the order in two days. It is best mobile in this bugdet.READ MORE
4,Good choice,The phone is budget friendly with all modern technologies. The texture of the phone is fabulous. The battery is too long running. Camera is no dbout like a well known dslr.READ MORE
5,Very poor,Don't Buy Display performance is worst (At corners not clearly visible)Camera is okBattery is the only advantage of this mobileRingtone volume is very low Not audible to pickup call.Receiver Speaker volume is high while speaking it's audible to others.READ MORE
5,Delightful,Gifted it to my father and he was happy with it's battery and performance so thank you realme and flipkart for this awesome productREAD MORE
5,Bad quality,"Purchase that Mobile impress you , not the makers .Similar to realme 5 ,only change Type C port, processor,fast charging and Android 10 and display design and body of the handsets was not up-to the Mark.Problem I face:-Some time power button not working when mobile on sleep mode and some time call receiving and call disconnect not working also lagging problem most of the time.... I am really disappointed from Realme. It is not up-to the Mark....even Realme 5 was more better than that....READ MORE"
5,Just wow!,Good phone in this price and so fast proceeer use in this phone and battery backup is awesome a little prblm in phone hd plus display not full hd plus but we will compromise and storage is really very good in this price 128 gbREAD MORE
5,Terrific purchase,Nice mobile  i like it very much. Thank u flipkart for fast delivery within 3days.Such a awesome  mobile 😘😘❤ .Awesome  battery life  and such a nice productREAD MORE
4,Terrific,Really a good product BUY it without any hesitation aur others reviews really a nic mobile and extremely good for PUBG ... Smooth With ultra option available without any lag or frame drop❤️READ MORE
5,Highly recommended,I just love it. great phone in this price segment but can better if give a FHD+ display it have!READ MORE
3,Super!,Superb phone in this budget..... They could improve display with FHD but still it is manageable as it is very tough to differentiate..... Overall good phone..... Those who don't play pubg they can buy this with closed eyes..READ MORE
5,Terrible product,Actually I'm a realme lover but this phone is not worth it it's have a fingerprint scanner problem and fast charging not working comparing to my old phone realme 1 this narzo 10 taken full charge minimum 2 to 3 hrs it's not good also display typing words it's press another words the narzo 10 not overall that much good in realme brand.. I'm fully disappointedREAD MORE
5,Wonderful,Nice camera Quality in this price segmet battery backup is Good look wise Beautiful i Bought Blue color looking so nice Overall good phone from realmeREAD MORE
5,Worth every penny,It's a very good phone. I loved it. The delivery is also very good and the delivery boy is very polite.READ MORE
4,Fair,"I give 4.5 to worth of money4 to cameraAnd 5 to the massive battery performance1 to the fast charger , to rally it doesn't HV fast chargingREAD MORE"
4,Fabulous!,This phone is good high mobile clarity was awesome and the most important and amazing thing about phone about it battery phone is running continuously 6 hour playing gameREAD MORE
5,Simply awesome,"Awesome....A phone with 5000mah,48mp quam camera And with a mighty helio g80 process at this budget is great.....If u are looking for gaming like pung and free fire.....You can go with this product....You can play with shadow as well...READ MORE"
5,Excellent,Mobile is Good looking and in this price range good choice to buy .1) Camera is Good .video quality is good 2) Battery backup is Good .When playing PUBG there is heating issue.3)Nice lookingREAD MORE
4,Good choice,Writing this after 10 days of use..The good thing about the mobile is memory. No mobile at this price comes with this storage. The battery is awesome getting more than a day it will comes upto 2days for normal users...Camera is is good...but display could be better expecting full HD display at that price......READ MORE
4,Worth the money,Everything is good but its video display is not very good ... videos are look likes blur and also camera is very poor.. in this price phone can be better in this price and also very heavyREAD MORE
3,Perfect product!,Nice amazing phone delivery in one day amazing delivery great phone camera is awesome battery is awesome and the performance is super for pubg and all amazing experience and nice looking phone 🥰🥰🥰🥰🥰 but prices increase compare then past four monthREAD MORE
5,Worth every penny,Phone is good and camera is also good thank you  Flipkart give me a fast deliveryREAD MORE
3,Nice product,Very good and valuable phone I like and love this .....READ MORE
5,Good quality product,"Good battery and performance, average display, good daylight camera performance and average screen on time of battery is 11 hours, if u want better viewing experience on youTube, Netflix or other ott then go full hd+ display instead of any hd+ display overall it completely justifies it's price.READ MORE"
5,Fair,I m not satisfied with camera and display.Picture quality is not as 13MP camera's on other smartphone. I have a another phone with 5 MP front camera and it has better picture quality than nazro 10. Also it changes skin colour and lipstick colour in pictures(filtered or without filtered). Rear camera is ok ok..Other features are excellent at this price. I have only camera quality issue it could be better at this range.READ MORE
5,Worth every penny,Very Nice Mobile phone. realme Narzo 10.👌I like it.Camera quality is Excellent 👌. Super battery performans. Best display. And designAnd this phone looking very nice. I like this phone.👍👍👍READ MORE
5,Nice,"It is good budgeted smartphone by Realme. According to my usage, I give rating as follows:-Battery - 9/10(1 and half day spend with full charging which varies with usage)Display- 8/10 (low brightness in outdoor)Performance - 4/10 (display chli jati hai thora heat hone pr..ya game khelne par)Camera quality - 10/10 (clicking good pictures)Body - 10/10 (good with case)Accessories - 8/10 (case is not so good , adapter and usb is so fine but not charge phone like so fast charger)Quality -9/...READ MORE"
5,Very poor,Extra Long Design-Not comfortableLow Sound on speakerNot a fast charging---There is no fast charger also checked with other VOOC charger fast charging performance is not goodBad DisplayREAD MORE
3,Awesome,Very nice and fabulous phone under 12000rs.I play pubg and free fire smoothly. Camera and battery is outstanding. Totally mind-blowing phone.READ MORE
5,Excellent,"Good : •Looks good , built well             • Excellent battery life             •Very good value for moneyREAD MORE"
4,Super!,I love this mobile super thank u realme and camera is goodREAD MORE
4,Best in the market!,Honestly its the most amazing smartphone at an affordable price......... It has higher quality camera with amazing picture quality........... It has another very simple to use features for daily use purpose which makes life easier.....happy to buy it ....loved it a lot❣️READ MORE
5,Super!,Great productThis phone is very nice and camera is good batteryprfomace is very good awesome mobile and goodsatifiled flipcard and jakhas phoneBahut hi badiya phone haismart mobile phone I'm very happyREAD MORE
5,Does the job,"Phone is good but overpriced , let's talk about one by one features Camera - camera is okay but not good as I want in 12000.Display - display is hd, why ? We pay 12000 and those days every mobile company provide us fhd in 12000.Battery - battery is good max power very happy from battery Performance - agin I want to say that in 12000 we expectore power performance but g80 also good okayREAD MORE"
5,Just wow!,Value for money Fast Charger it's really goodSpeakers sound low midium Display good Battery average user 1half day Performance good on price range but great  Camera Average Good 5/3.5READ MORE
3,Did not meet expectations,Mobile charging speed is very bad. To full charge it takes 3 hour (2:55) with 18w ( provided in the box) fast charger. Also standard charger (10w) takes same time to complete charge.I have vivo U20 which is same battery capacity (5000 mah) and 18w fast charger. It takes only 2 hour & 15 minutes to complete Charge. What is this.....READ MORE
5,Value-for-money,Realme narzo 10 is gud phone..Performance is gudBattery is bestCamera is OKDisplay is also gud.. Full HD plus could have been great..Gaming 5hrs plus any game Ui is gud didn't expected colors os would we so gud but nicely optimized. You get 108 gb storage out of 128gb ---No led lightBattery charging time more than 2 hrs even after 18 w adapter given..HD screen .. I would recommend you go for REALME 10A NARZO 64 GB 4GB.. because performance camera wise same.. Only you need 128gb ...READ MORE
5,Nice product,"I have received this phone today.Thankyou Flipkart for the promising delivery..at a glance, its a pretty beginners phone with a massive storage and good battery backup. Average camera performance and with a decent display. May be it feels lengthy for someone...but it's ok..overall it's a good fellow for beginners as well.READ MORE"
5,Worth every penny,As I am a tech YouTuber am using from 1 week this phone is amazing and I played pubg in this mobile in smooth and ultra settings I love this phone and iwill suggest that every one should buy if your budget under 10k+READ MORE
4,Unsatisfactory,"Pros: * It is value for money.Cons:* Don't have 4k video recording. Because of processor capacity.* It comes with screen gaurd and silicon back cover but it is really bad fit for camera that is completely coming out side. I had to buy another that is also slightly better only. So good covers are not available to save your camera.*Camera is ok, Bokeh effect is very bad.If I am beard then it can not give a clear photo it will make edges of beard and hairs blurred out, though you can ad...READ MORE"
5,Simply awesome,Great phone. Iam satisfied with this phone.Value for money phone and better than mi note 8 or pro 😂😂READ MORE
3,Just wow!,Best smart phone in this price range. Loved it. Enough internal storage with great performance. Camera is also superb. Battery is enough for the day.READ MORE
5,Decent product,"Guys , Display, Camera and overall design down to standard. Not satisfactory . And I decided to buy this after reading almost all review comments posted here. O am not sure of positive comments that how they coming to their observation. But negative comments pertaining display as well as camera exactly correct. Thumbs down for realme Narzo 10. Hard earned money I should have more vigilant.!! (Last 6-7 mobiles I have purchased from Flipkart only . This is the first time I got wrong for pos...READ MORE"
4,Mind-blowing purchase,This phone is a good purchase for the one who is having a low budget. All items are well furnished in the phone. Display is normal. Battery performance is amazing. Fast charger is doing well. All in all u can go for this product.READ MORE
5,Excellent,🥰😍🥰😍🥰Great phone under this budget#Performance wise best#camera mesmerizing#battery back up awesome#Love to the core.... 😘😘😘😘😘The Best Mobile under best Range😘Topclass 🥳100% Royal 😎Narzo WHITE💟 amazing beautyREAD MORE
5,Wonderful,Good very very good mobile battery backup is very best all over is very goodREAD MORE
5,Pretty good,The best Phone in this price range.After using 10 days I share my experience. Let's start with consPhone is a little heavier While calling mute and hold function frequently activateAfter change the phone don't felt the 5000mh battery powerWish to increase its width a little bit. ProsIf you looking for a awesome camera go for itVery user friendlyREAD MORE
5,Worth every penny,Realme narzo 10 good mobile value for money good battery good camera good gaming oral mobile is good but now realme 6 ise betterREAD MORE
4,Just okay,"i m using this mobile for the last 10 days , and now giving feedback honestly ,1 - camera is average --   3/52- battery backup is good  -- 3.5/53- processor is working good  -- 3.5/54- fingerprint is not working properly -- 2.5/55- screen is good -- 3/56- value of money -- 3.5/57- this mobile have 18W fast charging but in reality full charge time of this mobile is 2 hours+ something .READ MORE"
5,Classy product,Lovely mobl that blue colour is awesome for real view thank u oppo for realme narzo 10 model is over all perfomance is nice then wort and valuable of moneyREAD MORE
5,Really Nice,If you are not a game player nd basic user like YouTube nd average work don't go for this . Camera nd display is not so good as expected nd little heavier.READ MORE
4,Excellent,"Great performance for price .A beast in this price range .Many companies make phones unbalanced by providing some good specifications and some bad specifications for maintaining the price low but this phone is balanced .I have seen many review stating that the display is not good but according to me the refresh rate is good,brightness is ok,colour accuracy is good.Phone gets completely charge in about 1.5 to 2 hours and the batery backup is also great.Flipkart has provided great service,phone...READ MORE"
4,Worth every penny,Great Device!1. Great camera2. Perfect Size3. Great battery4. Awesome style5. Great processorYou can buy it...READ MORE
4,Terrific,Fast delivery services and best opportunity with flipkart my order safe and secure provide me..READ MORE
4,Must buy!,"Yeah, it's an awesome phone in low budget. It is giving outstanding performance and big battery life. I personally like the phone. Camera is the main highlight....READ MORE"
5,Worth the money,Fingerprint sensor placement is the worst .face unlock is amazing.Fast charger is amazing.Front camera is not that 16mp kinda awesome but can get very good selfies with apps like snapchat.Back cam is good .Realme should add more features like sharing private files from the safe only and taking quick snapshot  when screen is off and starting voice recorder from the lockscreen only like honor. THE BACK OF THE PHONE WOULD HAVE BEEN BETTER IF THERE WERE NO LINESOverall GOOD PHONE BUY IT . IF...READ MORE
5,Terrific purchase,"Its a Awesome Phone at this reasonable price with These awesome and new features. The charging is so fast and battery life is 1 and a half day if not gaming, phone's speed performance was perfect. Back Camera is soooo damm good front is little dissapointing. The look of green color is Soo bad, but the shape and weight is so good and precise...READ MORE"
5,Terrific,Nice mobile for robust use. Elegant design. Awesome performance. Huge storage. Best RAM.READ MORE
5,Value-for-money,Nice phone at this price rangeAwesome for gaming ang daily usageAlso great 👍 camerasAnd last thing the battery and the fast chargerGo for itREAD MORE
5,Value-for-money,"ya , really good one in less budget specially in this lockdown eracamera quality is excellent in day's light but very cheap quality in  low light so if you are thinking about a phone having overall good camera qualities then i would like to suggest you any other phone having good low light sensors too.if we talk about overall performance then it is quite good and smooth but if you use this continuously 4 or more hours sometimes it may heat.READ MORE"
5,Worth the money,"Hi,Well I am writing this review after using it for almost a week. This is my first Realme phone nd it did not disappoint me at all..this phone has everything that I require for day 2 day use....128 gb space and 5000 Mah battery is a top notch attraction of this phone..I mean I am happy to get this with a tight budget I had... earlier I thought I had to go for 64 gb since I had a tight budget but when I read the specifications of Narzo 10, I was happy nd I waited for it for a couple of days...READ MORE"
5,Powerful Smartphone in this price range.,"Safely packed, Timely delivered, Amazing Product, Good Features in this price, Amazing Camera Quality.READ MORE"
5,Terrific,what a nice phone i use this phone i feel nice for pubg this phone is best My PUBG id GODWISERREAD MORE
5,Excellent,I'm full Happy.  this phone is very good phone I'm really happy. Fantastic puchers.  Nice good I'm happy happy thankq realme company.niceREAD MORE
5,Classy product,Camera quality awesome 👌Sound quality mind-blowingDisplay I didn't seen any deference between full HD+display & HD+display .. I have used both So display awesome 👌G-80 pro call of duty u can play without any issueOverall value for money 👌👍 I'm so happy 😊🥰🥰READ MORE
5,Just wow!,I have used realme Narzo 10 5 Days my opinion Rate :Display : 4.4 out of 5.0Battery : 5.0 out of 5.0Processor : 5.0 out of 5.0Camera : 4.3 out of 5.0But generally phone battery full charging time  02 hours 40 Min but I have charging my phone battry full around 03 hours 20 Min good. All over phone excellent work and I think display not full HD+ but HD display this price range ok.I have only one suggestion please timley deliver product.E Kart Courier Service not Good i have given Rate :...READ MORE
