Rating,Review,Comments
5,Decent product,"Pros : Good mobile with reasonable price. Design looks good and mobile comes with good screen size. Good battery strength.Cons: Pathetic delivery service, I directly went and collected from Flipkart warehouse facility after 3 days of estimated delivery. Very bad camera quality unlike they mentioned  ( 13MP + 2MP | 8MP Front Camera).Volume is little low than expected, I couldn't hear the ring if it under my pillow.READ MORE"
5,Good quality product,"Nice packing by flipkart , really nice phone ,Camera : ok with day light ,like to give 7/10Low light camera is poor 4/10.Performance: good 8/10 good on gaming .good with normal task also.Battery : battery last for 1 full day after use .6000mah battery is really nice Display : good with this price rangeOverall good phone with this price range .After 2 moths use .Speaker sound not working properly , mostly for bass effect distorted sound comes ...Else everything working as expected ,...READ MORE"
5,Super!,"Very nice phone and best phone at this price range becuse the process and battery is to big and good hence best for a gamer , i loved this phone very much.but a liitle problem in camera not take clear shot hope to be fixed in updates.READ MORE"
4,Awesome,"Best mobile in this price range you can't get better than this I buyed it on Flipkart for 7,999 and it's awesome but you can improve more battery life is awesome no improvements need but you can improve your camera a little bit.READ MORE"
5,Simply awesome,"The phone is quick and smooth in user interface.The charging speed, battery, cameras and big display are good at there tasks.Built quality is plastic and not very impressive but you will use a case anyway so can not complain much.Very good phone for its price.READ MORE"
4,Nice product,Phone  was super  and.  Gaming  free fire. Is. Full sported   camera also  best.   .    Waworal phone is very nice... Narzo.30 A.   Super super  super.        ....           Best paking... Also..    Phone was. Very  beautifully....READ MORE
5,Best in the market!,Really it doesn't feel like 3GB Ram phone camera is also great .I am  a student  having  online  classes but this phone is as fine as fiddle. In performance  you can do multitasking  smoothly. I am not a gamer but this phone will be up to the mark for gamers as wellREAD MORE
4,Really Nice,"if weight of product could be reduced by reducing battery to 4000 or 4500 mah then phone could be slimmer as well as lighter, although product is good but it could be a lot betterREAD MORE"
5,Great product,"I have recently purchase this Narzo 30A from flipkart. The quality is very good, it look and feel very premium in hand. After using this for a week now I can say that it is best value for money. Pros :-Awesome Battery LifeGood PerformanceCons :-Weight is a bit heavyCamera is averageThanks to flipkart for super quick delivery of this product at this difficult time. I am very satisfied with service and offers provided by flipkart. flipkart is my favourite online shopping destination.READ MORE"
5,Good quality product,"Nice packing by flipkart , really nice phone ,Camera : ok with day light ,like to give 7/10Low light camera is poor 4/10.Performance: good 8/10 good on gaming .good with normal task also.Battery : battery last for 1 full day after use .6000mah battery is really nice Display : good with this price rangeOverall good phone with this price range .After 2 moths use .Speaker sound not working properly , mostly for bass effect distorted sound comes ...Else everything working as expected ,...READ MORE"
4,Great product,"I have recently purchase this Narzo 30A from flipkart. The quality is very good, it look and feel very premium in hand. After using this for a week now I can say that it is best value for money. Pros :-Awesome Battery LifeGood PerformanceCons :-Weight is a bit heavyCamera is averageThanks to flipkart for super quick delivery of this product at this difficult time. I am very satisfied with service and offers provided by flipkart. flipkart is my favourite online shopping destination.READ MORE"
4,Classy product,First of all thanks to Flipkart for prompt delivery in 2 days.Writing this review after 2 days of use. I had to buy a new mobile as my previous phone suddenly had speaker malfunction (lenovo K8 Note) after 3 years of news.Cons :1. No LED indicator. (Doesn't make any sense why they didn't add it)3. Many pre-installed useless apps that can't be uninstalled.4. The screen is a fingerprint magnet. Easily gets dirty. (screen toughness quality is not great).5. Camera unit is 2mm raised. (Migh...READ MORE
4,Really Nice,Over all nice product but sometimes it automatically close my operations like game videos and photos. Recorder system is not good. Whenever you record it alert evryone that recording is on. Camera very good and music also loud. Display ok . Performance ok. Battery not upto performance but good. But sometimes it closes every operations automatically.READ MORE
5,Very Good,"Its true feedback .Camera is average. .i bought this device at 7750 at particular time during discount , so this review is based on 7750. Its sound is not tooo much loud as compared to realme other Device.But yes sound is clear and loud enough.Battery is good. takes extra time to charge because of 6000 mah.Camera is good for video calls.I bough it for my mom, so its best for my mom. And all those who want a good phone in tight budget.This is something Really genuine review.I bough...READ MORE"
5,Very Good,"If your budget is less then you can go with this product. Buy for yourself, Gift your mom and dad. They will be happy to have one cheap and best average phone in this range.But, for them who are expecting much, i would not recommend to buy. You have to spend more to get more.Camera is not that much bad, it gives clear picture in day nd night light.Sound quality is good, loud but as said earlier do not expect muchBattery is its strength, n hours non-stopPerformance wise overall package ...READ MORE"
3,Just wow!,Camera should be bit better. G85 processor is absolutely amazing and HD+ display is also crisp and clear. NO PROTECTION FOR DISPLAY. Overall a great deal at 7199/-.READ MORE
5,Simply awesome!,Good phone in this budget.- Excellent front/back camera picture quality- Fast and responsive UI- Crisp displayREAD MORE
4,Good,Good camera ❤️READ MORE
4,Terrific purchase,GoodREAD MORE
4,Pretty good,"Good phone at that price but screen could be full hd+ performance is osm . Typ c, fast charging, good design,READ MORE"
5,Wonderful,Good value for moneyREAD MORE
5,Pretty good,Bit heavy and camera should be more betterREAD MORE
3,Worth every penny,No doubt it is a good phone at this price range 🔥🔥.READ MORE
4,Awesome,GoodREAD MORE
4,Fair,Nic phoneREAD MORE
3,Worth the money,Very goodREAD MORE
5,Nice product,NiceREAD MORE
5,Good,sound very low camara worth rubishREAD MORE
5,Perfect product!,Very goodREAD MORE
4,Perfect product!,Very goodREAD MORE
5,Wonderful,Phone was goodREAD MORE
5,Really Nice,Good performance phone but camera quality is too averageREAD MORE
5,Terrific,Best mobileREAD MORE
5,Classy product,Nice to product and comfortableREAD MORE
5,Worth every penny,No doubt it is a good phone at this price range 🔥🔥.READ MORE
5,Must buy!,Nice one value of money 👌👌👌👌👌READ MORE
4,Brilliant,I bought this Narzo 30A just a day ago and for the reason I bought it was successBATTERY!!!!It's backup is quite appreciatableBut the camera doesn't performs upto expectationsOtherwise its a package smartphone.READ MORE
5,Terrific,Value for money this mobileREAD MORE
5,Value-for-money,It's good camera quality is average but very wonderful battery and processorREAD MORE
5,Wonderful,Amazing reallyREAD MORE
5,Classy product,Got it for 5349 RsBy exchange of realme c2..Upgraded to a new level of speedG85 rocks Played pubg high settingsBattery another levelEven if it is lcd provide High nits better view in sunlightBetter pckge for me 5349 rsREAD MORE
4,Worth every penny,*Mostly the phone is actually value for money. *Camera is also average. *I play pubg in smooth+ultra And it soo smooth. And I am a gyro player and it is not having gyro it uses accelerometer instead of gyro so there is delay.* Battery is also awesome 😌READ MORE
5,Excellent,Overall great product under 9k.READ MORE
5,Could be way better,Very nice phoneREAD MORE
4,Really Nice,Nice phoneREAD MORE
5,Terrific,GoodREAD MORE
4,Fabulous!,Display supports 1080p Camera should be betterMassive battery and it charge very fastREAD MORE
5,Value-for-money,GoodREAD MORE
5,Must buy!,Photo quality High And Performance superblyREAD MORE
5,Wonderful,I like realme device but this device avrg perfomnce👍READ MORE
5,Simply awesome,Value for money and this is a gaming phone ..call of duty game play is very smooth..and graphics are very good...best phone under 10kREAD MORE
5,Useless product,Too heat when it useREAD MORE
5,Worth every penny,Awsome selfie .. good product from every side.READ MORE
5,Terrible product,Camera quality is very badREAD MORE
5,Don't waste your money,Bad product. Display not working after 1st day. Flipkart is not providing an replacement. I'm very disappointment with flipkart serviceREAD MORE
5,Brilliant,Best mobile in the prise but camera average Images sharpness moreREAD MORE
5,Don't waste your money,"Hangs frequently. Often needs restart.Black screen while incoming call. Screen awake while attending call.(very bad proximity sensor)Background apps remains open. I dont expect camera to be good in this price range., But basic operations it should handle smoothly considering G85 soc. Highly disappointed. Previously I had realme C11 with same issues, thought it was bcoz of weak processor, but it seams something very wrong with realme UI.Good bye realme.READ MORE"
5,Excellent,Overall great product under 9k.READ MORE
5,Must buy!,Photo quality High And Performance superblyREAD MORE
5,Terrific,good productREAD MORE
5,Highly recommended,Awesome phoneBig batteryREAD MORE
3,Could be way better,"Not to buy this phone because so bad display , camera and heating problem hang very easily.buy to own risk I used this phone now believe me.READ MORE"
4,Moderate,If you going to buy this phone for camera then don't imagine to buy itREAD MORE
3,Terrific,Value for moneyREAD MORE
5,Excellent,"This is a very good phone, even more good for gaming, its speaker and battery are strong, and the design you are seeing on the back of the phone makes this phone more beautiful.READ MORE"
5,Terrific,Camera clarity super 😍READ MORE
5,Terrific,Nice productREAD MORE
3,Worth every penny,I'm very happy Thank you FilipkartREAD MORE
5,Must buy!,at this price range really worth it..READ MORE
5,Worth every penny,*Mostly the phone is actually value for money. *Camera is also average. *I play pubg in smooth+ultra And it soo smooth. And I am a gyro player and it is not having gyro it uses accelerometer instead of gyro so there is delay.* Battery is also awesome 😌READ MORE
4,Horrible,Touch issues. Returning the device.READ MORE
5,Just okay,"For performance it is good oneCamera not goodDisplay not goodBut best deal under 8,000Fingerprint and face unlock is awesomeREAD MORE"
5,Value-for-money,Good product compare to other smartphone in same segment.Camera is not up to the mark.Vry bad cameraREAD MORE
4,Just okay,If you are getting under 7500 then it's value for money. Performance and battery is excellent. Camera is average. Still recommend it.READ MORE
5,Great product,I am not an expert but this exceed my expectations.Many complain about camera but I don't see what's wrong. You need to rate according to the price you pay. Cannot pay 8k and expect camera from a 35k phone. We can't pay for a rock and expect a diamondREAD MORE
5,Fabulous!,Bad phone phone is not responding anything after 5 daysREAD MORE
5,Absolute rubbish!,Display quality not good when you see content in your mobile then you noticeREAD MORE
5,Expected a better product,Camera & display quality very badREAD MORE
4,Terrific,Camera clarity super 😍READ MORE
5,Just okay,"For performance it is good oneCamera not goodDisplay not goodBut best deal under 8,000Fingerprint and face unlock is awesomeREAD MORE"
4,Fabulous!,Bad phone phone is not responding anything after 5 daysREAD MORE
5,Highly recommended,Best smartphone but camera is bad.READ MORE
5,Value-for-money,Good product compare to other smartphone in same segment.Camera is not up to the mark.Vry bad cameraREAD MORE
5,Best in the market!,"I'm amazed with this phone....just the back camera quality is lil bit compromised but overall this is the best phone in this price range and even more than its price....Pros.. Battery, Processor, Charging, Selfie cameraCons...Back camera, UI, unavailability of macro cameraREAD MORE"
5,Super!,"Amazing phone at this price segment, Good performance, no hanging issue. All goodREAD MORE"
4,Could be way better,"Not to buy this phone because so bad display , camera and heating problem hang very easily.buy to own risk I used this phone now believe me.READ MORE"
3,Really Nice,"Its a good budget phone. Can buy for basic use. Battery is really good. Last almost 1 and half day. I bought this phone for my mother, as her use is just whats app and youtube and calling. Its a upgrade from samsunh J7 prime to Narzo 30A. She is happy.READ MORE"
5,Must buy!,Value for moneyREAD MORE
5,Just wow!,Wonderful phone In low priceREAD MORE
5,Bad quality,Phone is very good and value for money. But charging is very slow 3% in 8 minutes.READ MORE
5,Just wow!,Very nice camera🔋 win Very very very good body lookREAD MORE
5,Great product,NYC cameraREAD MORE
5,Pretty good,It's a good phone value for money...READ MORE
4,Perfect product!,I compared many phones under 8k & finally decided to buy this one...I got it at 7999 ( for my Sister's online classes)... battery backup 5/5.Display 5/5.Design and build 5/5.Performance 5/5.Camera 4/5.Charging speed 3/5.Overall 5/5.No doubt this is the best phone under 8000..just go for it...READ MORE
5,Very Good,Nice productREAD MORE
5,Classy product,Value for Money...Far better than Narzo 20A in terms of Performance. 3/32 GB edition. Purchased at 7499. Quick Response from FingerPrint Scanner.No lagging Problem (3/32). It was the major issue in Narzo 20A.Mammoth 6000 mAh Battery.Premium Look.Perfect Device for Normal usage under this price range.Below Average Camera.Charging time must be reduced. Took about 4hrs.3/32 version should not be used for gaming.READ MORE
5,Mind-blowing purchase,so beautifulREAD MORE
3,Terrible product,Device charges @10 wREAD MORE
5,Wonderful,Best device at this price Camera ****Bettery *****************Charger *************Display ***********  All good at this prize 🔥🔥🔥🔥🔥READ MORE
4,Classy product,Battery life best but not a fast chargerREAD MORE
5,Pretty good,It's a good phone value for money...READ MORE
3,Good,Everything else goodREAD MORE
4,Great product,NYC cameraREAD MORE
5,Mind-blowing purchase,"It is an amazing phone under the price range of 8000 , no other phone specs can beat this one for sureREAD MORE"
4,Best in the market!,Very nice mobile and value for money ......👍👍🙂🙂🌹🌹READ MORE
4,Classy product,Beat mobileREAD MORE
5,Just wow!,Wonderful phone In low priceREAD MORE
5,Just wow!,Very nice camera🔋 win Very very very good body lookREAD MORE
4,Horrible,Touch issues. Returning the device.READ MORE
4,Very Good,"Except camera, everything is perfect in this Price 👌Average Camera but after filtering pic gets better.READ MORE"
3,Must buy!,Super camera performance goodREAD MORE
5,Just wow!,"Awsome mobile , best in class budget mobileREAD MORE"
3,Highly recommended,NiceREAD MORE
4,Bad quality,Phone is very good and value for money. But charging is very slow 3% in 8 minutes.READ MORE
5,Just okay,If you are getting under 7500 then it's value for money. Performance and battery is excellent. Camera is average. Still recommend it.READ MORE
4,Classy product,SuperREAD MORE
3,Moderate,build quality is vry badREAD MORE
4,Nice product,As I m using this phone from 1 month I want to say it's worth 8k price mobile and u should buy it 6000mah battery and g85 processor in this range is the best u can get and also it's 6.55 display is osomREAD MORE
5,Horrible,Loud speaker very slowREAD MORE
5,Horrible,Hang on logo problemREAD MORE
5,Hated it!,Built quality is worseREAD MORE
5,Terrific,NiceREAD MORE
4,Just okay,goodREAD MORE
5,Really Nice,Great mobile....Huge battery..Display is good...READ MORE
5,Best in the market!,Best phone ever I seen under 9000rsREAD MORE
4,Terrible product,FRONT CEMERA IS OK BUT BETTRY PERFORMANCE IS LOWREAD MORE
3,Nice product,Camera low qualityREAD MORE
5,Worthless,Very bad don’t waste ur moneyREAD MORE
5,Really Nice,Overall good on this priceREAD MORE
5,Just wow!,Front Camera is Good but the rear camera is average.READ MORE
5,Slightly disappointed,Bad batteryREAD MORE
4,Excellent,Super....READ MORE
5,Wonderful,"It has good battery backup decent display ,but camera is worst.      This mobile phone can handle basic day to day tasks without any issue , for 8500rs this is a good product if you don't use camera.READ MORE"
3,Nice product,Mobile was good but camera was ok okREAD MORE
5,Nice,Very disappointed with display quality and camera.But overall good at this price range.With a good g85 processor its performance is best.READ MORE
4,Terrific,NiceREAD MORE
4,Just okay,goodREAD MORE
5,Really Nice,Great mobile....Huge battery..Display is good...READ MORE
4,Awesome,Budget friendly phoneREAD MORE
5,Delightful,NiceREAD MORE
5,Decent product,First camera is not goodMay be average quality photoSome heat issuLaigi realme uiBattery backup goodSome network capture issu i thing this is mediatek processor You can All blotware UninstallDo not buy under 10000You can buy other companies as like samsung vivo oppo some mi mobileREAD MORE
5,Value-for-money,"Pros- -Design & build quality feels solid, and nice colours.- Finger print quality is too good.- Performance is also satisfactory- UI performance is smooth.- Display is very bright.- Battery performance is very good.Cons--Speaker quality is very bad & you can't even able to hear other person voice on call on hands free.- Camera quality is very poor.- Touch response I feel is not up to the mark.- No secondary noise cancellation- Charging time is too long even it have 18 watt fast...READ MORE"
5,Classy product,SuperREAD MORE
4,Worthless,In mobile most facility is a 18 Walt charger but mobile not charger with in 40 to 50 minute. and mobile is charge in 3 to 4 houre for fully 100% chargeREAD MORE
3,Mind-blowing purchase,"It is an amazing phone under the price range of 8000 , no other phone specs can beat this one for sureREAD MORE"
5,Hated it!,Both camera quality is very low.Realme should given better camera.READ MORE
3,Best in the market!,"I'm amazed with this phone....just the back camera quality is lil bit compromised but overall this is the best phone in this price range and even more than its price....Pros.. Battery, Processor, Charging, Selfie cameraCons...Back camera, UI, unavailability of macro cameraREAD MORE"
5,Super!,"Amazing phone at this price segment, Good performance, no hanging issue. All goodREAD MORE"
5,Wonderful,"Just "" I'm Good with it"" type budget phone. Just doing it's job. Processor is good. Display is awesome. Camera is a big disappointment, but okay it is a budget phone. Fingerprint sensor is lightening fast. Volume is awesome, overall 4/5.READ MORE"
4,Super!,"Excellent Mobile, Quality, Camera, Battery Back up Every thing is Good.READ MORE"
4,Awesome,Budget friendly phoneREAD MORE
5,Delightful,NiceREAD MORE
5,Decent product,First camera is not goodMay be average quality photoSome heat issuLaigi realme uiBattery backup goodSome network capture issu i thing this is mediatek processor You can All blotware UninstallDo not buy under 10000You can buy other companies as like samsung vivo oppo some mi mobileREAD MORE
4,Terrible product,Device charges @10 wREAD MORE
4,Perfect product!,Nice productREAD MORE
5,Worst experience ever!,Voice problem and hang problemREAD MORE
5,Mind-blowing purchase,Nice product and light weightREAD MORE
4,Worth every penny,Overall goodREAD MORE
5,Highly recommended,Nice productREAD MORE
4,Pretty good,Good phone value for moneyREAD MORE
5,Classy product,Battery life best but not a fast chargerREAD MORE
3,Fair,Average product not very goodREAD MORE
3,Highly recommended,Best phone ever in bussertREAD MORE
3,Very Good,"Except camera, everything is perfect in this Price 👌Average Camera but after filtering pic gets better.READ MORE"
3,Not recommended at all,Within 1 month the touch ended working automaticallyREAD MORE
3,Not good,Don't like this productREAD MORE
3,Wonderful,I am so happy ☺️😁😁 I like this realme narzoREAD MORE
5,Highly recommended,sexyREAD MORE
5,Hated it!,Both camera quality is very low.Realme should given better camera.READ MORE
4,Not good,Don't like this productREAD MORE
5,Wonderful,I am so happy ☺️😁😁 I like this realme narzoREAD MORE
4,Highly recommended,sexyREAD MORE
4,Just wow!,Camera ⭐⭐⭐Battery ⭐⭐⭐⭐⭐Display ⭐⭐⭐⭐🌟Product 🌟🌟🌟🌟2021 best phone realme 30 a🤟🤟🤟🤟READ MORE
4,Worth every penny,A very good phone in this price point. Awesome phone . Everything is very goodREAD MORE
5,Awesome,Camera Is Awesome With Chorona Boosg ModeREAD MORE
5,Good quality product,Front camera is average performance only 🤷‍♂️READ MORE
4,Nice,One of the nice phone at this price!! Camera is not so bad good images are captured in day light  One bad I saw is back panel is very cheap quality when press it it goes down I think cheap quality plastic is used in it portrait mode is very bad 😖😖😖READ MORE
4,Simply awesome,Dare to leapREAD MORE
5,Nice,"Got the phone today. Overall the product is good but the output speaker is very feeble. I have m2 also but his speaker is quite loud. Also Despite being 6000mAh battery with 18W charger , it takes more than 3 hours to charge completely.the performance is decent enough. Cameras are not that good but can't complain at this price point. Display definitely should have been 1080p atleast. It looks poor quality with in first look. THERE IS AN ISSUE IN REALME PHONES, I THINK NO BODY HAS MENTION...READ MORE"
5,Worth every penny,Awesome smartphone for this price range.... 👍👍👍READ MORE
5,Terrific,Nice phoneREAD MORE
3,Delightful,Very good Purduct Value of money 🤑READ MORE
5,Moderate,Poor build Quality Average cameraGood battery life Fast charging just for name charging takes 4 hours +Performance is good Phone hangs n heating issueREAD MORE
4,Did not meet expectations,"Not up to the satisfactory level , not worth for the price.READ MORE"
3,Worthless,Very bad quality phoneREAD MORE
5,Bad quality,Product is not goodREAD MORE
5,Terrible product,The worst phone I got from Flipkart after using 2 days it started lagging nd the display went off vey much bad service by Flipkart 😡READ MORE
5,Pretty good,Very Nice Phone by RealmeBattery life is Amazing Camera is okIn this Price rangePerfect phone for GamingREAD MORE
5,Terrific,Nice phoneREAD MORE
3,Must buy!,Value for moneyREAD MORE
5,Delightful,Very good Purduct Value of money 🤑READ MORE
5,Moderate,Poor build Quality Average cameraGood battery life Fast charging just for name charging takes 4 hours +Performance is good Phone hangs n heating issueREAD MORE
4,Worth the money,"Phone is almost upto the mark in this range. Looks is so classy, camera is like ""theek thaak"" , overall if your budget in this range you can go for it.READ MORE"
5,Simply awesome,"It's mobile is berry good, performance also wellREAD MORE"
5,Classy product,Awesome product......I am very happy thanks Flipkart.READ MORE
4,Delightful,OkayREAD MORE
5,Classy product,Super at this priceREAD MORE
4,Delightful,NICE PHONEREAD MORE
5,Terrific purchase,Very niceREAD MORE
4,Just okay,It's really good.READ MORE
5,Just okay,Screen and camera quality very very poor although great battery and processer at this price rangeREAD MORE
5,Nice,"Display is 720p, not up to markREAD MORE"
4,Nice,NiceREAD MORE
5,Fair,Not badREAD MORE
5,Worthless,Very bad quality phoneREAD MORE
5,Bad quality,Product is not goodREAD MORE
5,Good,Battery goodProcessor ok okDisplay not good blury pixels while watching YouTube and FacebookCamera below averageGot it in 7400 in this price it is goodREAD MORE
5,Terrible product,The worst phone I got from Flipkart after using 2 days it started lagging nd the display went off vey much bad service by Flipkart 😡READ MORE
3,Perfect product!,OkREAD MORE
5,Brilliant,ExcellentREAD MORE
3,Horrible,Camera is worstREAD MORE
4,Good quality product,Ok. Best phone. Low budget superREAD MORE
5,Terrific purchase,Not badREAD MORE
3,Pretty good,AwesomeREAD MORE
5,Worth the money,Definitely worth buy within 8k segment!!Pros:Bigger displayG85 processorInstant fingerprintSmooth touchFast charging support at this segment!Cons:Camera quality is good but could be better32gb internal is quite at this price tagRarely getting stucked!!Lot of bloatwares. Able to uninstall!!READ MORE
5,Good quality product,OkREAD MORE
4,Perfect product!,GoodREAD MORE
5,Classy product,Everything is best for this price point and very nice and awsm productREAD MORE
5,Really Nice,Nyc mobileREAD MORE
5,Nice product,Realme r always worth buyingREAD MORE
5,Classy product,Flipkart service is too fast thanks flipkartREAD MORE
5,Terrible product,Just ok okREAD MORE
4,Not good,Camera Not GoodREAD MORE
5,Hated it!,I'm not so happyREAD MORE
5,Slightly disappointed,Not Good performanceREAD MORE
5,Awesome,"At this price point the phone great, performs well, camera quality is good, sound ok, fingerprint scanner fast, battery monster, charging a bit slow, only thing that dissatisfied me is screen resolution :( it's 720p and I am a FHD+ phone user so it stands out significantly whenever I try to watch something. Everything else is brilliant.READ MORE"
5,Terrible product,it was. a very. worst phone. for. gaming   plz. don't. take. this. phone. gaming. it was. lacking so muchREAD MORE
5,Terrible product,"I bought this mobile only 10 day and device hanging problem 2 times no any touch and display working, device full hang. after switching off and on , device start ,,,READ MORE"
5,Must buy!,Very nice smartphoneREAD MORE
5,Fair,Camera and sound quality both r pathetic. Gave it to my mom and she is not fond of camera so it's going on. But she is facing problems while playing videos...READ MORE
5,Slightly disappointed,It started with a bad delivery experience as I had no cash so I wanted to pay with card at the time of delivery but the pay option was not working with Flipkart but delivery guy was cooperative so he took me to ATM then i paid him. The device is having a very small dent yet I Im ignoring itNoticed lags and hang in settings on the first run itselfDisplay is great but not brightest and Full HDBattery was discharging faster than I expectedCamera was satisfactoryPoor build qualityNo back ...READ MORE
