Rating,Review,Comments
3,Good choice,"Better take the 4GB RAM varient. Camera could have been better. Battery is awesome, so is screen. Remember the fingerprint sensor is a bit slow. Rest is good.READ MORE"
5,Moderate,"I just bought this mobile, there is lots of issue like call volume problem, some time mob hang while i am using app or something,READ MORE"
5,Nice,Fingerprints sensor no work.poor cermraREAD MORE
5,Perfect product!,"awesome product by Samsung, tq flipkartREAD MORE"
5,Perfect product!,"awesome product by Samsung, tq flipkartREAD MORE"
5,Pretty good,It's okokREAD MORE
4,Could be way better,This hang so much....not looked like from Samsung My earlier phone J7 much faster then itREAD MORE
5,Nice,Camara not a great in this timesDisplay size is super but not quality of colour strengthPhone performace looks ok not any big lag issues Touch and finger print are upto mark!!!!READ MORE
5,Unsatisfactory,Money westREAD MORE
5,Good choice,Good.  For price rangeREAD MORE
5,Moderate,Phone is good but charging problem charging port is not connecting properlyREAD MORE
4,Good quality product,"Satisfied with the product,front camera is not very good,Back camera is fine.READ MORE"
5,Not recommended at all,I want to replace it..... But my return policy is rejected.... The device M11 is very poor quality.... Camera quality too bad.....after clicking camera photo blur type save in galary... Please don't purchase it....READ MORE
4,Worthless,poor quality display and camera . touch not properly workREAD MORE
4,Useless product,"Worst front camera , dont busy not for value moneyREAD MORE"
5,Nice,Price is high . Other then the price ok levelREAD MORE
5,Worst experience ever!,Don't bayREAD MORE
5,Horrible,"camra very bad quality, i am sugest not sell samsung galaxy m11READ MORE"
5,Bad quality,"Doesn't seem that its a samsung phone... Camera is very poor, looks like simple phone such as samsung old phone... Very disappointed with purchase...READ MORE"
5,Fabulous!,Excellent performance.READ MORE
4,Nice product,Camera is natural. No extra effect.READ MORE
5,Could be way better,Camera is very bad there was no rating below 1 so i had to click 1Overall phone is basic like 5 years back running phone in ok condition.But I'll advise buy some other phone for this price .After some days after returning period over i found that video has audio problem..very disappointed with Samsung.Please buy another mobile but not thisCamera..i cant rate it 1 star also.Thank youREAD MORE
5,Does the job,Need to improved camera qualityREAD MORE
3,Mind-blowing purchase,Super performance & awesome phone.Boycott Chinese Phone...READ MORE
5,Mind-blowing purchase,Excellent Samsung M11 mobile. Fast Delivery system by Flipkart. Thanks Flipkart Team.READ MORE
3,Terrific purchase,Super phone in this price segment.READ MORE
5,Must buy!,Nice smartphone for all categoryREAD MORE
5,Classy product,"Good mobile,my wife like itREAD MORE"
5,Wonderful,Battery backup is good. Processor is also good.  But display quality and camera quality is not so good. But if ignore these two cons(display quality & camera quality) then this is very good in this amount.READ MORE
4,Excellent,Good choice for Budget mobiles...READ MORE
5,Must buy!,Nice phoneREAD MORE
5,Just wow!,Nice phone comes with amazing features.. best phone to boycott China produtsREAD MORE
5,Classy product,Awesome mobile 👍👌READ MORE
5,Delightful,Ok good mobileREAD MORE
5,Classy product,Awesome mobile 👍👌READ MORE
5,Delightful,Ok good mobileREAD MORE
5,Worth the money,Nice oneREAD MORE
5,Hated it!,Worst packing ever from consigner... 3 more sealed and overlap sticker..READ MORE
5,Not good,Not as aspected As it have some heating problem while chargingCamera quality is also lowAnd in many apps keyboard/Number bar is not displayed properly.As i have seen in app ls like Google play google photos etc.READ MORE
5,Classy product,SuperbREAD MORE
4,Just wow!,Good product value for moneyREAD MORE
4,Excellent,It was nice and worth product.In it rate of money it is good productREAD MORE
4,Classy product,This smartphone is very osm its fulll wonderful device in this midrange And plz bycot Chinese product and byu samsung product alwaysREAD MORE
3,Mind-blowing purchase,Simply superbREAD MORE
5,Pretty good,Very fast delivery.... flipkart..READ MORE
5,Super!,"Budget smartphones with good display, battery and camera.READ MORE"
4,Just wow!,Nice PhoneREAD MORE
5,Expected a better product,So many time Voce problemREAD MORE
3,Not good,BAD ONEREAD MORE
4,Nice,"The phone is quite heavy. Also, the games like subway surfer is not operating smoothly.READ MORE"
4,Classy product,"Excellent product, the display of the phone is very good, also the camera quality is excellent, this product is worth buying, battery backup is excellent, satisfied with this product...READ MORE"
5,Nice,Just ok.... front camera is below average..READ MORE
4,Useless product,Very very poor camera. The battery is also poor.READ MORE
5,Perfect product!,FantasticREAD MORE
3,Best in the market!,The delivery boy was also good and he was such a nice guy who was very helpfull to the payment issue...READ MORE
4,Wonderful,Overall goodREAD MORE
5,Worthless,Speaker not giving sufficient sound can't hear anything without headphoneREAD MORE
5,Value-for-money,its genuine product....READ MORE
5,Must buy!,Speakers very clearPhone camera greatFinger print unlock very fastPrinted to my mom my mom is happy with that.Performance is okREAD MORE
5,Classy product,Great phone. ! Battery backup us good ! Overall superbREAD MORE
5,Perfect product!,So lovelyREAD MORE
4,Super!,NiceREAD MORE
5,Great product,Good productREAD MORE
5,Just wow!,SuperREAD MORE
5,Wonderful,Good I feel happyREAD MORE
4,Perfect product!,GoodREAD MORE
5,Terrific,Nice awesome...phoneREAD MORE
3,Simply awesome,Good till  nowREAD MORE
5,Very Good,Was a good product from flipkart. Value for money as its available at reasonable cost. Camera quality and screen size was really good. Good product by flipkart. Go for it. Thank you flipkart 😊🤘🌷READ MORE
5,Horrible,Camera of this phone is of worst quality .READ MORE
4,Not good,Camra very bad waste money 👎👎READ MORE
3,Very Good,Samsung branding is enoughREAD MORE
4,Wonderful,best budget smartphoneREAD MORE
5,Horrible,Very very bad product Please don't buyREAD MORE
5,Fair,ExcellentREAD MORE
3,Worth every penny,GoodREAD MORE
5,Fabulous!,goodREAD MORE
5,Hated it!,"Not Good, Very poor performanceREAD MORE"
4,Very Good,Satisfied 😌READ MORE
5,Worth the money,Ok.best mobileREAD MORE
5,Just okay,Good qualityREAD MORE
5,Really Nice,"Its a good phone in this range . One thing you will get to know after purchasing this that its a Jumbo phone,big,thick and bulky.lt will not fit properly inside your pocket due to its size. Samsung should work on making its mobiles slim and trim instead of launching many mobile models at the price difference of Rs 500 or so.READ MORE"
4,Worthless,Worst!!!!!READ MORE
3,Horrible,Very bad qualityREAD MORE
3,Delightful,"Loved the phone , best for low budget and very handy..READ MORE"
4,Classy product,I bought it for my mamma bday gift and she loved it.READ MORE
5,Worst experience ever!,Mobile processor is too slow. It's horrible experience.READ MORE
5,Slightly disappointed,very badREAD MORE
5,Value-for-money,Great phone in this price range. Everything worked fine. I am glad the phone doesn't feel heavy even with its powerful bettery.READ MORE
3,Worth every penny,Need many improvementsREAD MORE
5,Good,NiceREAD MORE
5,Good choice,It's look like a juice...❤️Gorgeous lookingGd batteryGd performance.But camera not good...😑READ MORE
5,Fabulous!,NiceREAD MORE
3,Useless product,"Paid so much for this phone thinking its a good brand.. And now there is no space in the phone. I have some applications and photos,still it's prompting not enough space in the phone memory.READ MORE"
5,Highly recommended,NiceREAD MORE
5,Awesome,Very nice mobilREAD MORE
4,Not good,"Please don't buy this, worth of money. Go for china handset.READ MORE"
3,Classy product,Good phone it is value for money and not 3GBRam speed I feel it is 4GB ram feelREAD MORE
3,Terrific,I m glad wid this fon....it is strong.. and long battery lifeREAD MORE
5,Pretty good,Mobile nice the not nice cameraREAD MORE
3,Simply awesome,SuperREAD MORE
5,Mind-blowing purchase,"Always on display not available, otherwise all ok.READ MORE"
4,Fabulous!,Very good phone in this price range........go for itREAD MORE
4,Really Nice,A good one for the price ..READ MORE
5,Mind-blowing purchase,simply nice ..ultimate in this price of samsung brand..READ MORE
4,Fair,Camera quality is not like Samsung old phone. Performance is goodREAD MORE
4,Fabulous!,Extraordinary product. Thank you flipcort.READ MORE
3,Classy product,This was my first phone and I LOVED IT!!❤️READ MORE
5,Value-for-money,Nice productREAD MORE
5,Does the job,"Gifted it to mom-in-law, basic device for a very decent use. Don't expect high end performance out of it. Good for day to day activities, surfing, WhatsApp, etc. Camera is just OK nothing extraordinary though. A decent buy for someone who is not much gadget freak.READ MORE"
3,Really Nice,For normal useREAD MORE
5,Highly recommended,ExcellentREAD MORE
3,Great product,I buy only for brand.....READ MORE
5,Good,Product is very goodREAD MORE
4,Fabulous!,Bought it for my dad.... It's working nucelyREAD MORE
4,Wonderful,super services excellent products and qualityREAD MORE
5,Wonderful,Value of money.Too lovely set.READ MORE
4,Highly recommended,Best mobileSamsung securityREAD MORE
4,Super!,Rate wise very good phoneREAD MORE
3,Excellent,Thanks for giving me flipkartREAD MORE
5,good,they could have put a better processor in this price range rest all is awesomeREAD MORE
5,Useless product,"phone is very heating, camra performance is very badREAD MORE"
3,Fair,Front camera is not so much goodREAD MORE
5,Just okay,GoodREAD MORE
5,Worth the money,Perfect in mid rang budget phone rang. Camera is avarage Display is superb. Battery is ok with fast charging facility.Thank you samsung and Flipkart both.READ MORE
4,Expected a better product,Hanging problem from day 1READ MORE
5,Worth every penny,I FULLY SATISFIEDREAD MORE
3,Highly recommended,Super look and use touch nice experience best procceror fast moving performance.READ MORE
3,Worst experience ever!,It make so much lagfor gamingREAD MORE
4,Mind-blowing purchase,Money worth phone in budget for common person tooAwesome phoneREAD MORE
5,Nice,Best mobile phone.but...............READ MORE
4,Terrific,Exellent phoneREAD MORE
3,Must buy!,CoolREAD MORE
5,Classy product,SuperbREAD MORE
4,Just okay,"excellent in battery,and performanceREAD MORE"
3,Brilliant,GoodREAD MORE
5,Excellent,Good productREAD MORE
5,Good quality product,I bought this phone for my fatherIts actually good phone but not for heavy works.Camera is average but samsung rock on battery.READ MORE
5,Good,"Front camera is not good at all, rear camera is ok type. Screen quality is not good,huge disappointment.Battery performs is very good.Over all I don't think it is worth it with this price.READ MORE"
5,Just okay,"I have 3 ear phones ( head phones) but not supported in samsung galaxy m11. Why?Samsung team, i have only 1 issue with this product.It is very necessary to send proper supported ear phones to customer.READ MORE"
3,Just wow!,Nice mobileREAD MORE
5,Absolute rubbish!,Very bad experience with seller don't take it from Flipkart as well as this seller.READ MORE
3,Decent product,This phone volume is very slowREAD MORE
5,Just wow!,"Wow nice phone good quality sound and display ,READ MORE"
4,Nice product,Phone is good and working properlyREAD MORE
5,Value-for-money,Battery backup is efficient.Camera and display are good.Performance also ok.Price is much higher than its rival brands.READ MORE
5,Worth every penny,Nice mobileREAD MORE
5,Wonderful,GoodREAD MORE
5,Really Nice,GoodREAD MORE
5,Decent product,GdREAD MORE
5,Terrific purchase,GoodREAD MORE
5,Brilliant,Batter then samsung A50READ MORE
5,Nice,Overall phone is good. Camera quality is really poor and screen is also not that vibrant. Colour maturity is not there.READ MORE
4,Terrific,GoodREAD MORE
5,Decent product,This phone volume is very slowREAD MORE
5,Just wow!,"Wow nice phone good quality sound and display ,READ MORE"
5,Nice product,Phone is good and working properlyREAD MORE
4,Value-for-money,Battery backup is efficient.Camera and display are good.Performance also ok.Price is much higher than its rival brands.READ MORE
5,Worth every penny,Nice mobileREAD MORE
4,Wonderful,GoodREAD MORE
5,Really Nice,GoodREAD MORE
3,Decent product,GdREAD MORE
4,Terrific purchase,GoodREAD MORE
3,Brilliant,Batter then samsung A50READ MORE
3,Nice,Overall phone is good. Camera quality is really poor and screen is also not that vibrant. Colour maturity is not there.READ MORE
4,Terrific,GoodREAD MORE
5,Excellent,Good product in budget range smart mobile .more over an excellent service from Flipkart . Delivered in time Thanks flipcart .READ MORE
4,Delightful,Value for moneyREAD MORE
5,Classy product,Not badREAD MORE
5,Good,Good but price moreREAD MORE
4,Nice,"If you buy a smartphone for normal use then this phone is perfect. If you think about good pictures, game then I suggest this phone is not for you.READ MORE"
5,Delightful,Fast delivery by flipcart.. nice product.READ MORE
3,Just wow!,Very good battery backupREAD MORE
4,Really Nice,The phone gets overheatedREAD MORE
3,Does the job,OkREAD MORE
3,Worth every penny,GoodREAD MORE
4,Pretty good,Excellent phone.READ MORE
5,Just okay,Nice but selfie camera is very badREAD MORE
3,Perfect product!,Nice one from samsung in 12k range.READ MORE
5,Must buy!,"Mobile is so nice, their function is very niceREAD MORE"
3,Simply awesome,Like it so much supperREAD MORE
5,Awesome,GoodREAD MORE
4,Nice,goodREAD MORE
5,Awesome,Very nice . Battery backup is good .camera average. Display is large. Performance wise good. Overall nice experience with this phone .READ MORE
5,Just okay,Heating problemREAD MORE
5,Great product,GoodREAD MORE
5,Wonderful,NiceREAD MORE
4,Must buy!,Amazing ProductREAD MORE
4,Wonderful,Im writing this after 2 weeks performance is good  battery heats up while charging but a little bit not to much overall nice budget phoneREAD MORE
4,Slightly disappointed,The price of this Mobile is very high on flipcart this product doesn't buy on flipcart..READ MORE
5,Classy product,GoodREAD MORE
5,Just wow!,"Nice,no issue,worth for moneyREAD MORE"
5,Simply awesome,Fell betterREAD MORE
5,Perfect product!,Nice productREAD MORE
5,Worth every penny,Nice phoneREAD MORE
4,Perfect product!,BeautifulREAD MORE
4,Pretty good,GoodREAD MORE
4,Bad quality,it is showing that its battery is 5000mah.But is draining very fast.READ MORE
5,Wonderful,Good mobile & cameraREAD MORE
5,Terrific purchase,Nyc productsREAD MORE
5,Classy product,NiceREAD MORE
5,Nice product,AverageREAD MORE
5,Slightly disappointed,"1. Good battery, It can get through at least 1.5 day on a single  single charge.2. works for regular usages like media conceptions and social apps. Don't even think about games, its bad3. Build is not great, It can easily get scratches. It doesn't even get a case in the box4. Charging time is goodREAD MORE"
5,Classy product,Mobile  is very nice and smarter  than the Bharat  micro max 2 plusREAD MORE
3,Pretty good,Nice productREAD MORE
4,Excellent,Love this phone💝💝💝💝READ MORE
3,Just okay,Overall is good but performance is not goodTouching screen very slowREAD MORE
4,Worth the money,GoodREAD MORE
4,Good,BadREAD MORE
3,Does the job,NiceREAD MORE
3,Nice product,GoodREAD MORE
5,Simply awesome,NiceREAD MORE
3,Nice product,Just ok..READ MORE
3,Wonderful,Good one.simple and much more better other companiesREAD MORE
4,Slightly disappointed,"1. Good battery, It can get through at least 1.5 day on a single  single charge.2. works for regular usages like media conceptions and social apps. Don't even think about games, its bad3. Build is not great, It can easily get scratches. It doesn't even get a case in the box4. Charging time is goodREAD MORE"
5,Classy product,Mobile  is very nice and smarter  than the Bharat  micro max 2 plusREAD MORE
5,Pretty good,Nice productREAD MORE
3,Excellent,Love this phone💝💝💝💝READ MORE
4,Just okay,Overall is good but performance is not goodTouching screen very slowREAD MORE
4,Worth the money,GoodREAD MORE
5,Good,BadREAD MORE
5,Does the job,NiceREAD MORE
3,Nice product,GoodREAD MORE
5,Simply awesome,NiceREAD MORE
5,Good,I bought it for my mother...I didn't use it but my brother did and he is satisfied with the product.READ MORE
5,Perfect product!,Very nice product...... Samsung it self value for money....READ MORE
4,Fair,"Dear Ms.Geeta Blegumpi,For your kind  information M11 dose not calling wifi.In samsung M31 model supports wifi calling.With regardsREAD MORE"
5,Wonderful,Value 4r moneyREAD MORE
4,Bad quality,Sound system is set very badREAD MORE
5,Worst experience ever!,Not working touchREAD MORE
5,Good quality product,"This is very nice product from Samsung,  I Pickup delivery on time and I don't find any problem to use m11. By mistake I purchased Violet color, but I don't like this colorREAD MORE"
3,Simply awesome,GoodREAD MORE
3,Moderate,"Camera quality is very bad,READ MORE"
5,Worth every penny,Awesome product in this Range and software experience is very goodREAD MORE
4,Brilliant,After buying the mobile there was some problem of showing images but thanks Flipkart for solving the problem by technician. Now the mobile performance is greatREAD MORE
4,Must buy!,One of the best phone under 12k.  Except the camera everything is good. Without any doubt purchase it.READ MORE
5,Super Phone,Very good mobile from Samsung. Reasonable price. Fast delivery.READ MORE
3,Unsatisfactory,Display became faulty after a few days of use.READ MORE
4,Worth the money,Very nicely product biger batter and largest displayREAD MORE
5,Not good,Bad cameraREAD MORE
3,Good choice,value for moneyREAD MORE
5,Worst experience ever!,i used the phone only for 2 weeks..n within 2 weeks the sound system of the mobile not working properly.i think flipkart gave me the faulty mobile.worst product.READ MORE
5,Best in the market!,Very nice product. Every thing is good as expected.READ MORE
4,Best in the market!,This smartphone not so good as compare to infinix smart 4 plus is bestREAD MORE
3,Moderate,"Camera quality is very bad,READ MORE"
5,Worth every penny,Awesome product in this Range and software experience is very goodREAD MORE
5,Brilliant,After buying the mobile there was some problem of showing images but thanks Flipkart for solving the problem by technician. Now the mobile performance is greatREAD MORE
5,Must buy!,One of the best phone under 12k.  Except the camera everything is good. Without any doubt purchase it.READ MORE
5,Super Phone,Very good mobile from Samsung. Reasonable price. Fast delivery.READ MORE
4,Unsatisfactory,Display became faulty after a few days of use.READ MORE
5,Worth the money,Very nicely product biger batter and largest displayREAD MORE
5,Not good,Bad cameraREAD MORE
4,Good choice,value for moneyREAD MORE
5,Worst experience ever!,i used the phone only for 2 weeks..n within 2 weeks the sound system of the mobile not working properly.i think flipkart gave me the faulty mobile.worst product.READ MORE
4,Best in the market!,Very nice product. Every thing is good as expected.READ MORE
5,Best in the market!,This smartphone not so good as compare to infinix smart 4 plus is bestREAD MORE
4,Perfect product!,Very nice productsREAD MORE
5,Simply awesome,Nice waoo!READ MORE
3,Slightly disappointed,Camera not goodREAD MORE
4,Must buy!,Working wellREAD MORE
4,Just wow!,Good in this rateREAD MORE
4,Decent product,ToGoodREAD MORE
4,Delightful,Very nice phoneREAD MORE
5,Does the job,Good Product. Display not so beautiful.  Overall Good.No earphone available with product. No Back Cover and Screen gaurd provided with phone.READ MORE
5,Good choice,GoodREAD MORE
4,Not good,it takes 3 hours and 30 minutes to get fully charged what type of fast charging is this.READ MORE
4,Value-for-money,Good oneREAD MORE
5,Decent product,Using this for the past 3 weeks it processing has been very low.READ MORE
5,Fair,"It's ok to use , before I used M30 series phone so comparing to that M11 is an average phone.READ MORE"
5,Terrific,GoodREAD MORE
5,Nice,If you are buying it for gaming please go for another oneREAD MORE
4,Decent product,"Could've Got Redmi Note 9 at This price , that is way better than this ! Samsung needs to step up its game in the Budget Segment , especially with all the Boycott china movement goin on.READ MORE"
5,Moderate,Heating issueREAD MORE
5,Not good,"It has hanging problem, low video quality on vido call, touch is not working properly..and the best part is battery backup.. that's it nothing special in this..READ MORE"
4,Really Nice,Good productREAD MORE
5,Highly recommended,All good expect to cameraREAD MORE
4,Terrific purchase,Good product... Value for money...READ MORE
5,Decent product,not that much good.camera qaulity also poor.....READ MORE
5,Pretty good,Good productREAD MORE
5,Very Good,Very good 👍👌 phone... Bt speaker is not good.. sounds quility is to average.. overall Nice.. & looking is so good..READ MORE
4,Perfect product!,Good productBcoz this is not chines mobileREAD MORE
4,Great product,Super contusionREAD MORE
5,Just okay,Not badREAD MORE
5,Wonderful,NiceREAD MORE
4,Terrific,GoodREAD MORE
3,Wonderful,It's good for my mother and she easily operatesREAD MORE
3,Expected a better product,Camera is not at all good. Call audio is worst. Always voice breaks.READ MORE
4,Value-for-money,"Back camera is ok,but front is average, not too much high display but it will tolerable,  otherwise not any issue good one at this priceREAD MORE"
5,Expected a better product,Camera not goodREAD MORE
5,Wonderful,ExcellentREAD MORE
4,Absolute rubbish!,"Not good, don't waste your time and money.READ MORE"
4,Don't waste your money,My phone  damage...I retun my phone....READ MORE
